inputs,context,topic,org_label,set-0,id,label
"('A gentleman go forth on a showery and miry day .',)",,,0,dev,4137,0
"('He return immaculate in the evening with the gloss still on his hat and his boot .',)",,,0,dev,4138,0
"('He have be a fixture therefore all day .',)",,,0,dev,4139,0
"('He be not a man with intimate friend .',)",,,1,dev,4140,1
"('Where , then , could he have be ?',)",,,0,dev,4141,0
"(""Be it not obvious ? ''"",)",,,1,dev,4142,1
"(""`` Well , it be rather obvious . ''"",)",,,0,dev,4143,0
"('`` The world be full of obvious thing which nobody by any chance ever observe .',)",,,1,dev,4144,1
"(""Where do you think that I have be ? ''"",)",,,0,dev,4145,0
"(""`` A fixture also . ''"",)",,,0,dev,4146,0
"(""`` On the contrary , I have be to Devonshire . ''"",)",,,1,dev,4147,1
"(""`` In spirit ? ''"",)",,,0,dev,4148,0
"('`` Exactly .',)",,,0,dev,4149,0
"('My body have remain in this armchair and have , I regret to observe , consume in my absence two large pot of coffee and an incredible amount of tobacco .',)",,,1,dev,4150,1
"(""After you leave I send down to Stamford 's for the Ordnance map of this portion of the moor , and my spirit have hover over it all day ."",)",,,0,dev,4151,0
"(""I flatter myself that I could find my way about . ''"",)",,,0,dev,4152,0
"(""`` A large-scale map , I presume ? ''"",)",,,0,dev,4153,0
"(""`` Very large . ''"",)",,,0,dev,4154,0
"('He unroll one section and hold it over his knee .',)",,,0,dev,4155,0
"('`` Here you have the particular district which concern us .',)",,,0,dev,4156,0
"(""That be Baskerville Hall in the middle . ''"",)",,,0,dev,4157,0
"(""`` With a wood round it ? ''"",)",,,0,dev,4158,0
"('`` Exactly .',)",,,0,dev,4159,0
"('I fancy the yew alley , though not mark under that name , must stretch along this line , with the moor , as you perceive , upon the right of it .',)",,,1,dev,4160,1
"('This small clump of building here be the hamlet of Grimpen , where our friend Dr. Mortimer have his headquarters .',)",,,0,dev,4161,0
"('Within a radius of five mile there be , as you see , only a very few scattered dwelling .',)",,,0,dev,4162,0
"('Here be Lafter Hall , which be mention in the narrative .',)",,,0,dev,4163,0
"('There be a house indicate here which may be the residence of the naturalist -- Stapleton , if I remember right , be his name .',)",,,0,dev,4164,0
"('Here be two moorland farmhouse , High Tor and Foulmire .',)",,,0,dev,4165,0
"('Then fourteen mile away the great convict prison of Princetown .',)",,,0,dev,4166,0
"('Between and around these scatter point extend the desolate , lifeless moor .',)",,,1,dev,4167,1
"(""This , then , be the stage upon which tragedy have be play , and upon which we may help to play it again . ''"",)",,,0,dev,4168,0
"(""`` It must be a wild place . ''"",)",,,0,dev,4169,0
"('`` Yes , the setting be a worthy one .',)",,,0,dev,4170,0
"(""If the devil do desire to have a hand in the affair of man -- ''"",)",,,0,dev,4171,0
"(""`` Then you be yourself incline to the supernatural explanation . ''"",)",,,0,dev,4172,0
"(""`` The devil 's agent may be of flesh and blood , may they not ?"",)",,,0,dev,4173,0
"('There be two question wait for us at the outset .',)",,,0,dev,4174,0
"('The one be whether any crime have be commit at all ; the second be , what be the crime and how be it commit ?',)",,,0,dev,4175,0
"(""Of course , if Dr. Mortimer 's surmise should be correct , and we be deal with force outside the ordinary law of Nature , there be an end of our investigation ."",)",,,0,dev,4176,0
"('But we be bind to exhaust all other hypothesis before fall back upon this one .',)",,,0,dev,4177,0
"(""I think we 'll shut that window again , if you do n't mind ."",)",,,1,dev,4178,1
"('It be a singular thing , but I find that a concentrated atmosphere help a concentration of thought .',)",,,0,dev,4179,0
"('I have not push it to the length of get into a box to think , but that be the logical outcome of my conviction .',)",,,1,dev,4180,1
"(""Have you turn the case over in your mind ? ''"",)",,,0,dev,4181,0
"(""`` Yes , I have think a good deal of it in the course of the day . ''"",)",,,0,dev,4182,0
"(""`` What do you make of it ? ''"",)",,,0,dev,4183,0
"(""`` It be very bewilder . ''"",)",,,0,dev,4184,0
"('`` It have certainly a character of its own .',)",,,0,dev,4185,0
"('There be point of distinction about it .',)",,,0,dev,4186,0
"('That change in the footprint , for example .',)",,,0,dev,4187,0
"(""What do you make of that ? ''"",)",,,0,dev,4188,0
"(""`` Mortimer say that the man have walk on tiptoe down that portion of the alley . ''"",)",,,0,dev,4189,0
"('`` He only repeat what some fool have say at the inquest .',)",,,0,dev,4190,0
"(""Why should a man walk on tiptoe down the alley ? ''"",)",,,0,dev,4191,0
"(""`` What then ? ''"",)",,,0,dev,4192,0
"(""`` He be run , Watson -- run desperately , run for his life , run until he burst his heart -- and fall dead upon his face . ''"",)",,,0,dev,4193,0
"(""`` Run from what ? ''"",)",,,0,dev,4194,0
"('`` There lie our problem .',)",,,0,dev,4195,0
"(""There be indication that the man be craze with fear before ever he begin to run . ''"",)",,,0,dev,4196,0
"(""`` How can you say that ? ''"",)",,,0,dev,4197,0
"('`` I be presume that the cause of his fear come to him across the moor .',)",,,0,dev,4198,0
"('If that be so , and it seem most probable , only a man who have lose his wit would have run from the house instead of towards it .',)",,,0,dev,4199,0
"(""If the gipsy 's evidence may be take as true , he run with cry for help in the direction where help be least likely to be ."",)",,,0,dev,4200,0
"(""Then , again , whom be he wait for that night , and why be he wait for him in the yew alley rather than in his own house ? ''"",)",,,1,dev,4201,1
"(""`` You think that he be wait for someone ? ''"",)",,,0,dev,4202,0
"('`` The man be elderly and infirm .',)",,,0,dev,4203,0
"('We can understand his take an evening stroll , but the ground be damp and the night inclement .',)",,,0,dev,4204,0
"(""Be it natural that he should stand for five or ten minute , as Dr. Mortimer , with more practical sense than I should have give him credit for , deduce from the cigar ash ? ''"",)",,,0,dev,4205,0
"(""`` But he go out every evening . ''"",)",,,0,dev,4206,0
"('`` I think it unlikely that he wait at the moor-gate every evening .',)",,,1,dev,4207,1
"('On the contrary , the evidence be that he avoid the moor .',)",,,1,dev,4208,1
"('That night he wait there .',)",,,0,dev,4209,0
"('It be the night before he make his departure for London .',)",,,0,dev,4210,0
"('The thing take shape , Watson .',)",,,0,dev,4211,0
"('It become coherent .',)",,,0,dev,4212,0
"(""Might I ask you to hand me my violin , and we will postpone all further think upon this business until we have have the advantage of meeting Dr. Mortimer and Sir Henry Baskerville in the morning . ''"",)",,,0,dev,4213,0
"('Chapter 4. Sir Henry Baskerville',)",,,0,dev,4214,0
"('Our breakfast table be clear early , and Holmes wait in his dressing-gown for the promise interview .',)",,,0,dev,4215,0
"('Our client be punctual to their appointment , for the clock have just strike ten when Dr. Mortimer be show up , follow by the young baronet .',)",,,0,dev,4216,0
"('The latter be a small , alert , dark-eyed man about thirty year of age , very sturdily build , with thick black eyebrow and a strong , pugnacious face .',)",,,0,dev,4217,0
"('He wear a ruddy-tinted tweed suit and have the weather-beaten appearance of one who have spend most of his time in the open air , and yet there be something in his steady eye and the quiet assurance of his bearing which indicate the gentleman .',)",,,0,dev,4218,0
"(""`` This be Sir Henry Baskerville , '' say Dr. Mortimer ."",)",,,0,dev,4219,0
"(""`` Why , yes , '' say he , `` and the strange thing be , Mr. Sherlock Holmes , that if my friend here have not propose come round to you this morning I should have come on my own account ."",)",,,1,dev,4220,1
"(""I understand that you think out little puzzle , and I 've have one this morning which want more think out than I be able to give it . ''"",)",,,0,dev,4221,0
"('`` Pray take a seat , Sir Henry .',)",,,0,dev,4222,0
"(""Do I understand you to say that you have yourself have some remarkable experience since you arrive in London ? ''"",)",,,0,dev,4223,0
"('`` Nothing of much importance , Mr. Holmes .',)",,,1,dev,4224,1
"('Only a joke , as like as not .',)",,,0,dev,4225,0
"(""It be this letter , if you can call it a letter , which reach me this morning . ''"",)",,,0,dev,4226,0
"('He lay an envelope upon the table , and we all bent over it .',)",,,0,dev,4227,0
"('It be of common quality , grayish in colour .',)",,,0,dev,4228,0
"(""The address , `` Sir Henry Baskerville , Northumberland Hotel , '' be print in rough character ; the post-mark `` Charing Cross , '' and the date of post the precede evening ."",)",,,0,dev,4229,0
"(""`` Who know that you be go to the Northumberland Hotel ? '' ask Holmes , glance keenly across at our visitor ."",)",,,0,dev,4230,0
"('`` No one could have know .',)",,,1,dev,4231,1
"(""We only decide after I meet Dr. Mortimer . ''"",)",,,0,dev,4232,0
"(""`` But Dr. Mortimer be no doubt already stop there ? ''"",)",,,0,dev,4233,0
"(""`` No , I have be stay with a friend , '' say the doctor ."",)",,,1,dev,4234,1
"(""`` There be no possible indication that we intend to go to this hotel . ''"",)",,,1,dev,4235,1
"('`` Hum !',)",,,0,dev,4236,0
"(""Someone seem to be very deeply interested in your movement . ''"",)",,,0,dev,4237,0
"('Out of the envelope he take a half-sheet of foolscap paper fold into four .',)",,,0,dev,4238,0
"('This he open and spread flat upon the table .',)",,,0,dev,4239,0
"('Across the middle of it a single sentence have be form by the expedient of paste print word upon it .',)",,,0,dev,4240,0
"('It run :',)",,,0,dev,4241,0
"('As you value your life or your reason keep away from the moor .',)",,,0,dev,4242,0
"(""The word `` moor '' only be print in ink ."",)",,,0,dev,4243,0
"(""`` Now , '' say Sir Henry Baskerville , `` perhaps you will tell me , Mr. Holmes , what in thunder be the meaning of that , and who it be that take so much interest in my affair ? ''"",)",,,0,dev,4244,0
"('`` What do you make of it , Dr. Mortimer ?',)",,,0,dev,4245,0
"(""You must allow that there be nothing supernatural about this , at any rate ? ''"",)",,,1,dev,4246,1
"(""`` No , sir , but it might very well come from someone who be convince that the business be supernatural . ''"",)",,,1,dev,4247,1
"(""`` What business ? '' ask Sir Henry sharply ."",)",,,0,dev,4248,0
"(""`` It seem to me that all you gentleman know a great deal more than I do about my own affair . ''"",)",,,0,dev,4249,0
"('`` You shall share our knowledge before you leave this room , Sir Henry .',)",,,0,dev,4250,0
"(""I promise you that , '' say Sherlock Holmes ."",)",,,0,dev,4251,0
"('`` We will confine ourselves for the present with your permission to this very interesting document , which must have be put together and post yesterday evening .',)",,,0,dev,4252,0
"(""Have you yesterday 's Times , Watson ? ''"",)",,,0,dev,4253,0
"(""`` It be here in the corner . ''"",)",,,0,dev,4254,0
"(""`` Might I trouble you for it -- the inside page , please , with the lead article ? ''"",)",,,0,dev,4255,0
"('He glance swiftly over it , run his eye up and down the column .',)",,,0,dev,4256,0
"('`` Capital article this on free trade .',)",,,0,dev,4257,0
"('Permit me to give you an extract from it .',)",,,0,dev,4258,0
"(""` You may be cajole into imagine that your own special trade or your own industry will be encourage by a protective tariff , but it stand to reason that such legislation must in the long run keep away wealth from the country , diminish the value of our import , and low the general condition of life in this island . '"",)",,,0,dev,4259,0
"(""`` What do you think of that , Watson ? '' cry Holmes in high glee , rub his hand together with satisfaction ."",)",,,0,dev,4260,0
"(""`` Do n't you think that be an admirable sentiment ? ''"",)",,,0,dev,4261,0
"('Dr. Mortimer look at Holmes with an air of professional interest , and Sir Henry Baskerville turn a pair of puzzle dark eye upon me .',)",,,0,dev,4262,0
"(""`` I do n't know much about the tariff and thing of that kind , '' say he , `` but it seem to me we 've get a bit off the trail so far as that note be concern . ''"",)",,,1,dev,4263,1
"('`` On the contrary , I think we be particularly hot upon the trail , Sir Henry .',)",,,0,dev,4264,0
"(""Watson here know more about my method than you do , but I fear that even he have not quite grasp the significance of this sentence . ''"",)",,,1,dev,4265,1
"(""`` No , I confess that I see no connection . ''"",)",,,1,dev,4266,1
"('`` And yet , my dear Watson , there be so very close a connection that the one be extract out of the other .',)",,,0,dev,4267,0
"(""` You , ' ` your , ' ` your , ' ` life , ' ` reason , ' ` value , ' ` keep away , ' ` from the . '"",)",,,0,dev,4268,0
"(""Do n't you see now whence these word have be take ? ''"",)",,,0,dev,4269,0
"(""`` By thunder , you 're right !"",)",,,0,dev,4270,0
"(""Well , if that be n't smart ! '' cry Sir Henry ."",)",,,1,dev,4271,1
"(""`` If any possible doubt remain it be settle by the fact that ` keep away ' and ` from the ' be cut out in one piece . ''"",)",,,0,dev,4272,0
"(""`` Well , now -- so it be ! ''"",)",,,0,dev,4273,0
"(""`` Really , Mr. Holmes , this exceed anything which I could have imagine , '' say Dr. Mortimer , gaze at my friend in amazement ."",)",,,0,dev,4274,0
"('`` I could understand anyone say that the word be from a newspaper ; but that you should name which , and add that it come from the lead article , be really one of the most remarkable thing which I have ever know .',)",,,0,dev,4275,0
"(""How do you do it ? ''"",)",,,0,dev,4276,0
"(""`` I presume , Doctor , that you could tell the skull of a negro from that of an Esquimau ? ''"",)",,,0,dev,4277,0
"(""`` Most certainly . ''"",)",,,0,dev,4278,0
"(""`` But how ? ''"",)",,,0,dev,4279,0
"('`` Because that be my special hobby .',)",,,0,dev,4280,0
"('The difference be obvious .',)",,,0,dev,4281,0
"(""The supra-orbital crest , the facial angle , the maxillary curve , the -- ''"",)",,,0,dev,4282,0
"('`` But this be my special hobby , and the difference be equally obvious .',)",,,0,dev,4283,0
"('There be as much difference to my eye between the leaded bourgeois type of a Times article and the slovenly print of an evening half-penny paper as there could be between your negro and your Esquimau .',)",,,0,dev,4284,0
"('The detection of type be one of the most elementary branch of knowledge to the special expert in crime , though I confess that once when I be very young I confuse the Leeds Mercury with the Western Morning News .',)",,,0,dev,4285,0
"('But a Times leader be entirely distinctive , and these word could have be take from nothing else .',)",,,1,dev,4286,1
"(""As it be do yesterday the strong probability be that we should find the word in yesterday 's issue . ''"",)",,,0,dev,4287,0
"(""`` So far as I can follow you , then , Mr. Holmes , '' say Sir Henry Baskerville , `` someone cut out this message with a scissor -- ''"",)",,,0,dev,4288,0
"(""`` Nail-scissors , '' say Holmes ."",)",,,0,dev,4289,0
"(""`` You can see that it be a very short-bladed scissor , since the cutter have to take two snip over ` keep away . ' ''"",)",,,0,dev,4290,0
"('`` That be so .',)",,,0,dev,4291,0
"(""Someone , then , cut out the message with a pair of short-bladed scissor , paste it with paste -- ''"",)",,,0,dev,4292,0
"(""`` Gum , '' say Holmes ."",)",,,0,dev,4293,0
"('`` With gum on to the paper .',)",,,0,dev,4294,0
"(""But I want to know why the word ` moor ' should have be write ? ''"",)",,,0,dev,4295,0
"('`` Because he could not find it in print .',)",,,1,dev,4296,1
"(""The other word be all simple and might be find in any issue , but ` moor ' would be less common . ''"",)",,,0,dev,4297,0
"('`` Why , of course , that would explain it .',)",,,0,dev,4298,0
"(""Have you read anything else in this message , Mr. Holmes ? ''"",)",,,0,dev,4299,0
"('`` There be one or two indication , and yet the utmost pain have be take to remove all clue .',)",,,0,dev,4300,0
"('The address , you observe be print in rough character .',)",,,0,dev,4301,0
"('But the Times be a paper which be seldom find in any hand but those of the highly educate .',)",,,0,dev,4302,0
"('We may take it , therefore , that the letter be compose by an educate man who wish to pose as an uneducated one , and his effort to conceal his own writing suggest that that writing might be know , or come to be know , by you .',)",,,1,dev,4303,1
"('Again , you will observe that the word be not gum on in an accurate line , but that some be much high than other .',)",,,1,dev,4304,1
"(""` Life , ' for example be quite out of its proper place ."",)",,,0,dev,4305,0
"('That may point to carelessness or it may point to agitation and hurry upon the part of the cutter .',)",,,1,dev,4306,1
"('On the whole I incline to the latter view , since the matter be evidently important , and it be unlikely that the composer of such a letter would be careless .',)",,,1,dev,4307,1
"('If he be in a hurry it open up the interesting question why he should be in a hurry , since any letter post up to early morning would reach Sir Henry before he would leave his hotel .',)",,,0,dev,4308,0
"(""Do the composer fear an interruption -- and from whom ? ''"",)",,,0,dev,4309,0
"(""`` We be come now rather into the region of guesswork , '' say Dr. Mortimer ."",)",,,0,dev,4310,0
"('`` Say , rather , into the region where we balance probability and choose the most likely .',)",,,0,dev,4311,0
"('It be the scientific use of the imagination , but we have always some material basis on which to start our speculation .',)",,,0,dev,4312,0
"(""Now , you would call it a guess , no doubt , but I be almost certain that this address have be write in a hotel . ''"",)",,,0,dev,4313,0
"(""`` How in the world can you say that ? ''"",)",,,0,dev,4314,0
"('`` If you examine it carefully you will see that both the pen and the ink have give the writer trouble .',)",,,0,dev,4315,0
"('The pen have splutter twice in a single word and have run dry three time in a short address , show that there be very little ink in the bottle .',)",,,0,dev,4316,0
"('Now , a private pen or ink-bottle be seldom allow to be in such a state , and the combination of the two must be quite rare .',)",,,0,dev,4317,0
"('But you know the hotel ink and the hotel pen , where it be rare to get anything else .',)",,,0,dev,4318,0
"('Yes , I have very little hesitation in say that could we examine the waste-paper basket of the hotel around Charing Cross until we find the remain of the mutilate Times leader we could lay our hand straight upon the person who send this singular message .',)",,,0,dev,4319,0
"('Halloa !',)",,,0,dev,4320,0
"('Halloa !',)",,,0,dev,4321,0
"(""What ' this ? ''"",)",,,0,dev,4322,0
"('He be carefully examine the foolscap , upon which the word be paste , hold it only an inch or two from his eye .',)",,,0,dev,4323,0
"(""`` Well ? ''"",)",,,0,dev,4324,0
"(""`` Nothing , '' say he , throw it down ."",)",,,1,dev,4325,1
"('`` It be a blank half-sheet of paper , without even a water-mark upon it .',)",,,1,dev,4326,1
"(""I think we have draw as much as we can from this curious letter ; and now , Sir Henry , have anything else of interest happen to you since you have be in London ? ''"",)",,,0,dev,4327,0
"('`` Why , no , Mr. Holmes .',)",,,1,dev,4328,1
"(""I think not . ''"",)",,,1,dev,4329,1
"(""`` You have not observe anyone follow or watch you ? ''"",)",,,1,dev,4330,1
"(""`` I seem to have walk right into the thick of a dime novel , '' say our visitor ."",)",,,0,dev,4331,0
"(""`` Why in thunder should anyone follow or watch me ? ''"",)",,,0,dev,4332,0
"('`` We be come to that .',)",,,0,dev,4333,0
"(""You have nothing else to report to us before we go into this matter ? ''"",)",,,1,dev,4334,1
"(""`` Well , it depend upon what you think worth reporting . ''"",)",,,0,dev,4335,0
"(""`` I think anything out of the ordinary routine of life well worth reporting . ''"",)",,,0,dev,4336,0
"('Sir Henry smile .',)",,,0,dev,4337,0
"(""`` I do n't know much of British life yet , for I have spend nearly all my time in the States and in Canada ."",)",,,1,dev,4338,1
"(""But I hope that to lose one of your boot be not part of the ordinary routine of life over here . ''"",)",,,1,dev,4339,1
"(""`` You have lose one of your boot ? ''"",)",,,0,dev,4340,0
"(""`` My dear sir , '' cry Dr. Mortimer , `` it be only mislaid ."",)",,,0,dev,4341,0
"('You will find it when you return to the hotel .',)",,,0,dev,4342,0
"(""What be the use of trouble Mr. Holmes with trifle of this kind ? ''"",)",,,0,dev,4343,0
"(""`` Well , he ask me for anything outside the ordinary routine . ''"",)",,,0,dev,4344,0
"(""`` Exactly , '' say Holmes , `` however foolish the incident may seem ."",)",,,0,dev,4345,0
"(""You have lose one of your boot , you say ? ''"",)",,,0,dev,4346,0
"('`` Well , mislay it , anyhow .',)",,,0,dev,4347,0
"('I put them both outside my door last night , and there be only one in the morning .',)",,,0,dev,4348,0
"('I could get no sense out of the chap who clean them .',)",,,1,dev,4349,1
"(""The worst of it be that I only buy the pair last night in the Strand , and I have never have them on . ''"",)",,,1,dev,4350,1
"(""`` If you have never wear them , why do you put them out to be clean ? ''"",)",,,1,dev,4351,1
"('`` They be tan boot and have never be varnish .',)",,,1,dev,4352,1
"(""That be why I put them out . ''"",)",,,0,dev,4353,0
"(""`` Then I understand that on your arrival in London yesterday you go out at once and buy a pair of boot ? ''"",)",,,0,dev,4354,0
"('`` I do a good deal of shopping .',)",,,0,dev,4355,0
"('Dr. Mortimer here go round with me .',)",,,0,dev,4356,0
"('You see , if I be to be squire down there I must dress the part , and it may be that I have get a little careless in my way out West .',)",,,1,dev,4357,1
"(""Among other thing I buy these brown boot -- give six dollar for them -- and have one steal before ever I have them on my foot . ''"",)",,,0,dev,4358,0
"(""`` It seem a singularly useless thing to steal , '' say Sherlock Holmes ."",)",,,1,dev,4359,1
"(""`` I confess that I share Dr. Mortimer 's belief that it will not be long before the missing boot be find . ''"",)",,,1,dev,4360,1
"(""`` And , now , gentleman , '' say the baronet with decision , `` it seem to me that I have speak quite enough about the little that I know ."",)",,,0,dev,4361,0
"(""It be time that you keep your promise and give me a full account of what we be all drive at . ''"",)",,,0,dev,4362,0
"(""`` Your request be a very reasonable one , '' Holmes answer ."",)",,,0,dev,4363,0
"(""`` Dr. Mortimer , I think you could not do good than to tell your story as you tell it to us . ''"",)",,,1,dev,4364,1
"('Thus encouraged , our scientific friend draw his paper from his pocket and present the whole case as he have do upon the morning before .',)",,,0,dev,4365,0
"('Sir Henry Baskerville listen with the deep attention and with an occasional exclamation of surprise .',)",,,0,dev,4366,0
"(""`` Well , I seem to have come into an inheritance with a vengeance , '' say he when the long narrative be finish ."",)",,,0,dev,4367,0
"(""`` Of course , I 've hear of the hound ever since I be in the nursery ."",)",,,0,dev,4368,0
"(""It ' the pet story of the family , though I never think of take it seriously before ."",)",,,1,dev,4369,1
"(""But as to my uncle 's death -- well , it all seem boil up in my head , and I ca n't get it clear yet ."",)",,,1,dev,4370,1
"(""You do n't seem quite to have make up your mind whether it ' a case for a policeman or a clergyman . ''"",)",,,1,dev,4371,1
"(""`` Precisely . ''"",)",,,0,dev,4372,0
"(""`` And now there ' this affair of the letter to me at the hotel ."",)",,,0,dev,4373,0
"(""I suppose that fit into its place . ''"",)",,,0,dev,4374,0
"(""`` It seem to show that someone know more than we do about what go on upon the moor , '' say Dr. Mortimer ."",)",,,0,dev,4375,0
"(""`` And also , '' say Holmes , `` that someone be not ill-disposed towards you , since they warn you of danger . ''"",)",,,1,dev,4376,1
"(""`` Or it may be that they wish , for their own purpose , to scare me away . ''"",)",,,0,dev,4377,0
"('`` Well , of course , that be possible also .',)",,,0,dev,4378,0
"('I be very much indebte to you , Dr. Mortimer , for introduce me to a problem which present several interesting alternative .',)",,,0,dev,4379,0
"(""But the practical point which we now have to decide , Sir Henry , be whether it be or be not advisable for you to go to Baskerville Hall . ''"",)",,,1,dev,4380,1
"(""`` Why should I not go ? ''"",)",,,1,dev,4381,1
"(""`` There seem to be danger . ''"",)",,,0,dev,4382,0
"(""`` Do you mean danger from this family fiend or do you mean danger from human being ? ''"",)",,,0,dev,4383,0
"(""`` Well , that be what we have to find out . ''"",)",,,0,dev,4384,0
"('`` Whichever it be , my answer be fix .',)",,,0,dev,4385,0
"(""There be no devil in hell , Mr. Holmes , and there be no man upon earth who can prevent me from go to the home of my own people , and you may take that to be my final answer . ''"",)",,,1,dev,4386,1
"('His dark brow knit and his face flush to a dusky red as he speak .',)",,,0,dev,4387,0
"('It be evident that the fiery temper of the Baskervilles be not extinct in this their last representative .',)",,,1,dev,4388,1
"(""`` Meanwhile , '' say he , `` I have hardly have time to think over all that you have tell me ."",)",,,0,dev,4389,0
"(""It ' a big thing for a man to have to understand and to decide at one sitting ."",)",,,0,dev,4390,0
"('I should like to have a quiet hour by myself to make up my mind .',)",,,0,dev,4391,0
"(""Now , look here , Mr. Holmes , it ' half-past eleven now and I be go back right away to my hotel ."",)",,,0,dev,4392,0
"('Suppose you and your friend , Dr. Watson , come round and lunch with us at two .',)",,,0,dev,4393,0
"(""I 'll be able to tell you more clearly then how this thing strike me . ''"",)",,,0,dev,4394,0
"(""`` Be that convenient to you , Watson ? ''"",)",,,0,dev,4395,0
"(""`` Perfectly . ''"",)",,,0,dev,4396,0
"('`` Then you may expect us .',)",,,0,dev,4397,0
"(""Shall I have a cab call ? ''"",)",,,0,dev,4398,0
"(""`` I 'd prefer to walk , for this affair have flurry me rather . ''"",)",,,0,dev,4399,0
"(""`` I 'll join you in a walk , with pleasure , '' say his companion ."",)",,,0,dev,4400,0
"(""`` Then we meet again at two o'clock ."",)",,,0,dev,4401,0
"(""Au revoir , and good-morning ! ''"",)",,,0,dev,4402,0
"('We hear the step of our visitor descend the stair and the bang of the front door .',)",,,0,dev,4403,0
"('In an instant Holmes have change from the languid dreamer to the man of action .',)",,,0,dev,4404,0
"('`` Your hat and boot , Watson , quick !',)",,,0,dev,4405,0
"(""Not a moment to lose ! ''"",)",,,1,dev,4406,1
"('He rush into his room in his dressing-gown and be back again in a few second in a frock-coat .',)",,,0,dev,4407,0
"('We hurry together down the stair and into the street .',)",,,0,dev,4408,0
"('Dr. Mortimer and Baskerville be still visible about two hundred yard ahead of us in the direction of Oxford Street .',)",,,0,dev,4409,0
"(""`` Shall I run on and stop them ? ''"",)",,,0,dev,4410,0
"('`` Not for the world , my dear Watson .',)",,,1,dev,4411,1
"('I be perfectly satisfy with your company if you will tolerate mine .',)",,,0,dev,4412,0
"(""Our friend be wise , for it be certainly a very fine morning for a walk . ''"",)",,,0,dev,4413,0
"('He quicken his pace until we have decrease the distance which divide us by about half .',)",,,0,dev,4414,0
"('Then , still keep a hundred yard behind , we follow into Oxford Street and so down Regent Street .',)",,,0,dev,4415,0
"('Once our friend stop and star into a shop window , upon which Holmes do the same .',)",,,0,dev,4416,0
"('An instant afterwards he give a little cry of satisfaction , and , follow the direction of his eager eye , I see that a hansom cab with a man inside which have halt on the other side of the street be now proceed slowly onward again .',)",,,0,dev,4417,0
"(""`` There ' our man , Watson !"",)",,,0,dev,4418,0
"('Come along !',)",,,0,dev,4419,0
"(""We 'll have a good look at him , if we can do no more . ''"",)",,,1,dev,4420,1
"('At that instant I be aware of a bushy black beard and a pair of pierce eye turn upon us through the side window of the cab .',)",,,0,dev,4421,0
"('Instantly the trapdoor at the top fly up , something be scream to the driver , and the cab fly madly off down Regent Street .',)",,,0,dev,4422,0
"('Holmes look eagerly round for another , but no empty one be in sight .',)",,,1,dev,4423,1
"('Then he dash in wild pursuit amid the stream of the traffic , but the start be too great , and already the cab be out of sight .',)",,,0,dev,4424,0
"(""`` There now ! '' say Holmes bitterly as he emerge pant and white with vexation from the tide of vehicle ."",)",,,0,dev,4425,0
"('`` Be ever such bad luck and such bad management , too ?',)",,,0,dev,4426,0
"(""Watson , Watson , if you be an honest man you will record this also and set it against my success ! ''"",)",,,0,dev,4427,0
"(""`` Who be the man ? ''"",)",,,0,dev,4428,0
"(""`` I have not an idea . ''"",)",,,1,dev,4429,1
"(""`` A spy ? ''"",)",,,0,dev,4430,0
"('`` Well , it be evident from what we have hear that Baskerville have be very closely shadow by someone since he have be in town .',)",,,0,dev,4431,0
"('How else could it be know so quickly that it be the Northumberland Hotel which he have choose ?',)",,,0,dev,4432,0
"('If they have follow him the first day I argue that they would follow him also the second .',)",,,0,dev,4433,0
"(""You may have observe that I twice stroll over to the window while Dr. Mortimer be read his legend . ''"",)",,,0,dev,4434,0
"(""`` Yes , I remember . ''"",)",,,0,dev,4435,0
"('`` I be look out for loiterer in the street , but I see none .',)",,,1,dev,4436,1
"('We be deal with a clever man , Watson .',)",,,0,dev,4437,0
"('This matter cut very deep , and though I have not finally make up my mind whether it be a benevolent or a malevolent agency which be in touch with us , I be conscious always of power and design .',)",,,1,dev,4438,1
"('When our friend leave I at once follow them in the hope of mark down their invisible attendant .',)",,,0,dev,4439,0
"('So wily be he that he have not trust himself upon foot , but he have avail himself of a cab so that he could loiter behind or dash past them and so escape their notice .',)",,,1,dev,4440,1
"('His method have the additional advantage that if they be to take a cab he be all ready to follow them .',)",,,0,dev,4441,0
"(""It have , however , one obvious disadvantage . ''"",)",,,0,dev,4442,0
"(""`` It put him in the power of the cabman . ''"",)",,,0,dev,4443,0
"(""`` Exactly . ''"",)",,,0,dev,4444,0
"(""`` What a pity we do not get the number ! ''"",)",,,1,dev,4445,1
"('`` My dear Watson , clumsy as I have be , you surely do not seriously imagine that I neglect to get the number ?',)",,,1,dev,4446,1
"('No. 2704 be our man .',)",,,0,dev,4447,0
"(""But that be no use to us for the moment . ''"",)",,,1,dev,4448,1
"(""`` I fail to see how you could have do more . ''"",)",,,1,dev,4449,1
"('`` On observe the cab I should have instantly turn and walk in the other direction .',)",,,0,dev,4450,0
"('I should then at my leisure have hire a second cab and follow the first at a respectful distance , or , well still , have drive to the Northumberland Hotel and wait there .',)",,,0,dev,4451,0
"('When our unknown have follow Baskerville home we should have have the opportunity of play his own game upon himself and see where he make for .',)",,,0,dev,4452,0
"(""As it be , by an indiscreet eagerness , which be take advantage of with extraordinary quickness and energy by our opponent , we have betray ourselves and lose our man . ''"",)",,,1,dev,4453,1
"('We have be saunter slowly down Regent Street during this conversation , and Dr. Mortimer , with his companion , have long vanish in front of us .',)",,,0,dev,4454,0
