,probing_dataset,model_name,encoding,control_task_type,sample_size,seed,num_hidden_layers,score
11834,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,1287,4,0,0.5629420280456543
11835,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,1287,4,0,0.5629420280456543
11836,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,1287,3,0,0.5463786721229553
11837,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,1287,3,0,0.5463786721229553
11838,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,1287,2,0,0.5800672173500061
11839,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-3B-Instruct-AWQ,half,NONE,1287,2,0,0.5800672173500061
11840,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,1287,0,0,0.0
11841,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,1287,0,0,0.0
11842,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,1287,1,0,0.6472727060317993
11843,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,1287,1,0,0.6472727060317993
11844,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,1287,4,0,0.6358100175857544
11845,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,1287,4,0,0.6358100175857544
11846,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,1287,3,0,0.6520076394081116
11847,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,1287,3,0,0.6520076394081116
11848,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,1287,2,0,0.5635648965835571
11849,zorro-agreement_subject_verb-in_simple_question,Qwen__Qwen2.5-7B-Instruct-AWQ,full,NONE,1287,2,0,0.5635648965835571
11850,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B,full,NONE,643,0,0,1.0
11851,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B,full,NONE,643,0,0,1.0
11852,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B,full,NONE,643,1,0,1.0
11853,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B,full,NONE,643,1,0,1.0
11854,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B,full,NONE,643,4,0,1.0
11855,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B,full,NONE,643,4,0,1.0
11856,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B,full,NONE,643,3,0,1.0
11857,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B,full,NONE,643,3,0,1.0
11858,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B,full,NONE,643,2,0,1.0
11859,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B,full,NONE,643,2,0,1.0
11860,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,full,NONE,643,0,0,0.9876543283462524
11861,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,full,NONE,643,0,0,0.9876543283462524
11862,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,full,NONE,643,1,0,0.992555856704712
11863,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,full,NONE,643,4,0,0.9950248599052428
11864,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,full,NONE,643,3,0,0.992555856704712
11865,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,full,NONE,643,2,0,0.9975062608718872
11866,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,half,NONE,643,0,0,0.992555856704712
11867,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,half,NONE,643,0,0,0.992555856704712
11868,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,half,NONE,643,1,0,0.9950248599052428
11869,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,half,NONE,643,1,0,0.9950248599052428
11870,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,half,NONE,643,4,0,0.992555856704712
11871,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,half,NONE,643,4,0,0.992555856704712
11872,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,half,NONE,643,3,0,1.0
11873,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,half,NONE,643,3,0,1.0
11874,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,half,NONE,643,2,0,0.9975062608718872
11875,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct-AWQ,half,NONE,643,2,0,0.9975062608718872
11876,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,full,NONE,643,0,0,0.9900497794151306
11877,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,full,NONE,643,0,0,0.9900497794151306
11878,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,full,NONE,643,1,0,0.9876543283462524
11879,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,full,NONE,643,1,0,0.9876543283462524
11880,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,full,NONE,643,4,0,0.9875930547714232
11881,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,full,NONE,643,4,0,0.9875930547714232
11882,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,full,NONE,643,3,0,1.0
11883,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,full,NONE,643,3,0,1.0
11884,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,full,NONE,643,2,0,0.992555856704712
11885,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,full,NONE,643,2,0,0.992555856704712
11886,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,eight_bit,NONE,643,0,0,0.9802955389022828
11887,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,eight_bit,NONE,643,0,0,0.9802955389022828
11888,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,eight_bit,NONE,643,1,0,0.992555856704712
11889,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,eight_bit,NONE,643,1,0,0.992555856704712
11890,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,eight_bit,NONE,643,4,0,0.9802955389022828
11891,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,eight_bit,NONE,643,4,0,0.9802955389022828
11892,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,eight_bit,NONE,643,3,0,0.9975062608718872
11893,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,eight_bit,NONE,643,3,0,0.9975062608718872
11894,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,eight_bit,NONE,643,2,0,0.9900990128517152
11895,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,eight_bit,NONE,643,2,0,0.9900990128517152
11896,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,half,NONE,643,0,0,0.9827160239219666
11897,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,half,NONE,643,0,0,0.9827160239219666
11898,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,half,NONE,643,1,0,0.9950248599052428
11899,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,half,NONE,643,1,0,0.9950248599052428
11900,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,half,NONE,643,4,0,0.9876543283462524
11901,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,half,NONE,643,4,0,0.9876543283462524
11902,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,half,NONE,643,3,0,1.0
11903,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,half,NONE,643,3,0,1.0
11904,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,half,NONE,643,2,0,0.9950248599052428
11905,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,half,NONE,643,2,0,0.9950248599052428
11906,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,four_bit,NONE,643,0,0,0.9827160239219666
11907,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,four_bit,NONE,643,0,0,0.9827160239219666
11908,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,four_bit,NONE,643,1,0,0.977886974811554
11909,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,four_bit,NONE,643,1,0,0.977886974811554
11910,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,four_bit,NONE,643,4,0,0.9389671087265016
11911,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,four_bit,NONE,643,4,0,0.9389671087265016
11912,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,four_bit,NONE,643,3,0,0.9876543283462524
11913,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,four_bit,NONE,643,3,0,0.9876543283462524
11914,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,four_bit,NONE,643,2,0,0.9827160239219666
11915,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B-Instruct,four_bit,NONE,643,2,0,0.9827160239219666
11916,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B,full,NONE,643,0,0,1.0
11917,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B,full,NONE,643,0,0,1.0
11918,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B,full,NONE,643,1,0,0.9950248599052428
11919,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B,full,NONE,643,1,0,0.9950248599052428
11920,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B,full,NONE,643,4,0,0.992555856704712
11921,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B,full,NONE,643,4,0,0.992555856704712
11922,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B,full,NONE,643,3,0,1.0
11923,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B,full,NONE,643,3,0,1.0
11924,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B,full,NONE,643,2,0,0.9975062608718872
11925,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B,full,NONE,643,2,0,0.9975062608718872
11926,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,643,0,0,0.0
11927,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,643,0,0,0.0
11928,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,643,1,0,1.0
11929,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,643,4,0,0.9925187230110168
11930,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,643,3,0,0.970588207244873
11931,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,full,NONE,643,2,0,0.9950248599052428
11932,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,643,0,0,0.0
11933,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,643,0,0,0.0
11934,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,643,1,0,0.9974937438964844
11935,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,643,1,0,0.9974937438964844
11936,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,643,4,0,0.9900497794151306
11937,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,643,4,0,0.9900497794151306
11938,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,643,3,0,0.970588207244873
11939,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,643,3,0,0.970588207244873
11940,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,643,2,0,0.945107400417328
11941,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct-AWQ,half,NONE,643,2,0,0.945107400417328
11942,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,643,0,0,0.9900990128517152
11943,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,643,0,0,0.9900990128517152
11944,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,643,1,0,0.9950248599052428
11945,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,643,1,0,0.9950248599052428
11946,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,643,4,0,0.992555856704712
11947,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,643,4,0,0.992555856704712
11948,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,643,3,0,1.0
11949,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,643,3,0,1.0
11950,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,643,2,0,0.9975062608718872
11951,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,full,NONE,643,2,0,0.9975062608718872
11952,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,643,0,0,1.0
11953,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,643,0,0,1.0
11954,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,643,1,0,0.9900990128517152
11955,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,643,1,0,0.9900990128517152
11956,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,643,4,0,0.992555856704712
11957,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,643,4,0,0.992555856704712
11958,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,643,3,0,1.0
11959,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,643,3,0,1.0
11960,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,643,2,0,0.9975062608718872
11961,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,eight_bit,NONE,643,2,0,0.9975062608718872
11962,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,643,0,0,1.0
11963,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,643,0,0,1.0
11964,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,643,1,0,0.9950248599052428
11965,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,643,1,0,0.9950248599052428
11966,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,643,4,0,0.992555856704712
11967,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,643,4,0,0.992555856704712
11968,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,643,3,0,1.0
11969,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,643,3,0,1.0
11970,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,643,2,0,0.9975062608718872
11971,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,half,NONE,643,2,0,0.9975062608718872
11972,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,643,0,0,0.9590361714363098
11973,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,643,0,0,0.9590361714363098
11974,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,643,1,0,0.970873773097992
11975,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,643,1,0,0.970873773097992
11976,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,643,4,0,0.9685230255126952
11977,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,643,4,0,0.9685230255126952
11978,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,643,3,0,0.9732360243797302
11979,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,643,3,0,0.9732360243797302
11980,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,643,2,0,0.9827160239219666
11981,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-1.5B-Instruct,four_bit,NONE,643,2,0,0.9827160239219666
11982,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B,full,NONE,643,0,0,0.0
11983,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B,full,NONE,643,0,0,0.0
11984,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B,full,NONE,643,1,0,1.0
11985,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B,full,NONE,643,4,0,0.9876543283462524
11986,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B,full,NONE,643,3,0,0.9876543283462524
11987,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B,full,NONE,643,2,0,1.0
11988,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B,full,NONE,643,0,0,1.0
11989,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B,full,NONE,643,0,0,1.0
11990,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B,full,NONE,643,1,0,1.0
11991,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B,full,NONE,643,1,0,1.0
11992,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B,full,NONE,643,4,0,0.9975062608718872
11993,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B,full,NONE,643,4,0,0.9975062608718872
11994,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B,full,NONE,643,3,0,0.9950248599052428
11995,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B,full,NONE,643,3,0,0.9950248599052428
11996,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B,full,NONE,643,2,0,1.0
11997,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-7B,full,NONE,643,2,0,1.0
11998,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,full,NONE,643,0,0,1.0
11999,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,full,NONE,643,0,0,1.0
12000,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,full,NONE,643,1,0,1.0
12001,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,full,NONE,643,1,0,1.0
12002,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,full,NONE,643,4,0,1.0
12003,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,full,NONE,643,4,0,1.0
12004,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,full,NONE,643,3,0,1.0
12005,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,full,NONE,643,3,0,1.0
12006,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,full,NONE,643,2,0,1.0
12007,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,full,NONE,643,2,0,1.0
12008,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,643,0,0,1.0
12009,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,643,0,0,1.0
12010,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,643,1,0,1.0
12011,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,643,1,0,1.0
12012,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,643,4,0,1.0
12013,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,643,4,0,1.0
12014,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,643,3,0,1.0
12015,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,643,3,0,1.0
12016,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,643,2,0,1.0
12017,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,eight_bit,NONE,643,2,0,1.0
12018,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,half,NONE,643,0,0,1.0
12019,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,half,NONE,643,0,0,1.0
12020,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,half,NONE,643,1,0,1.0
12021,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,half,NONE,643,1,0,1.0
12022,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,half,NONE,643,4,0,1.0
12023,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,half,NONE,643,4,0,1.0
12024,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,half,NONE,643,3,0,1.0
12025,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,half,NONE,643,3,0,1.0
12026,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,half,NONE,643,2,0,1.0
12027,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,half,NONE,643,2,0,1.0
12028,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,643,0,0,0.977667510509491
12029,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,643,0,0,0.977667510509491
12030,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,643,1,0,0.9658536314964294
12031,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,643,1,0,0.9658536314964294
12032,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,643,4,0,0.9674185514450072
12033,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,643,4,0,0.9674185514450072
12034,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,643,3,0,0.968058943748474
12035,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,643,3,0,0.968058943748474
12036,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,643,2,0,0.970588207244873
12037,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-3B-Instruct,four_bit,NONE,643,2,0,0.970588207244873
12038,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,643,0,0,0.0
12039,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,643,0,0,0.0
12040,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,643,1,0,1.0
12041,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,643,4,0,0.992555856704712
12042,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,643,3,0,0.9876543283462524
12043,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,full,NONE,643,2,0,0.9975062608718872
12044,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,643,0,0,0.0
12045,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,643,0,0,0.0
12046,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,643,1,0,1.0
12047,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,643,1,0,1.0
12048,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,643,4,0,0.9826302528381348
12049,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,643,4,0,0.9826302528381348
12050,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,643,3,0,0.9704433679580688
12051,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,643,3,0,0.9704433679580688
12052,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,643,2,0,0.0
12053,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,eight_bit,NONE,643,2,0,0.0
12054,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,643,0,0,0.0
12055,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,643,0,0,0.0
12056,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,643,1,0,1.0
12057,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,643,1,0,1.0
12058,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,643,4,0,0.9925187230110168
12059,blimp-superlative_quantifiers_2,Qwen__Qwen2.5-0.5B-Instruct,half,NONE,643,4,0,0.9925187230110168
